video_link,video_views,video_title,channel_url,creator_name,creator_gender,total_channel_subcribers,total_channel_views,duration_of_video,duration_in_seconds,date_of_video_upload,no_of_likes,language_of_the_video,subtitle,video_description,hashtags,no_of_comments,date_of_the_last_comment,maximum_quality_of_the_video,no_of_videos_the_channel,no_of_playlist,premiered_or_not,community_engagement_(posts_per_week),intern_who_collected_the_data,duration_in_minutes,upload_year,upload_month,upload_weekday,length_category
https://www.youtube.com/watch?v=yZKrSLlV4js,6865181,Wedding Sothanaigal | Micset,https://www.youtube.com/c/MicSet_official,Sri Ram,Male,7610000,457011932,00:10:57,657,2022-05-09,340000,Tamil,yes,Yes,0,5121,2022-05-09,1080p,44,6,No,3,Thinesh,11,2022,May,Monday,Medium
https://www.youtube.com/watch?v=Z_m29V-P8G4,327981,Travie McCoy - Superbad ( NFS / GRID Music Video ),https://www.youtube.com/user/TheUnrevolutionized,TheUnrevolutionized,Company,2580,1632942,00:03:16,196,2013-10-09,3900,English,no,Yes,0,279,2013-10-09,1080p,35,9,No,0,Syed safdar,3,2013,October,Wednesday,Short
https://www.youtube.com/watch?v=Z1LGhnE4Aa4,2380409,The 33 Strategies of Wa,illacertus - YouTube,illacertus,Male,456000,29400394,00:23:45,1425,2019-02-01,74000,English,yes,Yes,0,2074,2019-02-01,1080p,96,6,No,0,Rahul Singh,24,2019,February,Friday,Medium
https://www.youtube.com/watch?v=Z8eXaXoUJRQ,399322098,Slow Down (Official),Selena Gomez - YouTube,Selena Gomez,Female,31300000,11712643695,00:03:30,210,2013-07-20,25000000,English,no,Yes,0,153000,2013-07-20,1080p,370,3,No,0,Rahul Singh,4,2013,July,Saturday,Short
https://www.youtube.com/watch?v=zABLecsR5UE,549826030,Lewis Capaldi - Someone You Loved,Lewis Capaldi - YouTube,Lewis Capaldi,Male,6120000,2494716427,00:03:06,186,2019-08-29,6900000,English,yes,Yes,3,144439,2019-08-29,1080p,107,6,Yes,2,Rahul Singh,3,2019,August,Thursday,Short
https://www.youtube.com/watch?v=ZAThqkcEAs4,437563,Chintu Ka Birthday,All India Bakchod - YouTube,All India Bakchod,Company,39900000,602900852,00:04:52,292,2020-06-21,11000,Hindi,no,Yes,0,736,2020-06-21,1080p,157,18,No,0,Rahul Singh,5,2020,June,Sunday,Short
https://www.youtube.com/watch?v=zbcCdoHeS4w,171714,Business Analytics & Business Intelligence Full Course 2022,Simplilearn - YouTube,Simplilearn,Company,20400000,246600359,00:11:11,671,2022-01-21,2900,English,yes,Yes,0,36,2022-01-21,1080p,4576,63,No,69,Rahul Singh,11,2022,January,Friday,Medium
https://www.youtube.com/watch?v=zbMHLJ0dY4w,1836375,SQL Basics for Beginners,edureka! - YouTube,Edureka,Company,305200000,339614261,00:27:50,1670,2019-10-04,33000,English,yes,Yes,0,352,2019-10-04,1080p,7475,105,No,62,Rahul Singh,28,2019,October,Friday,Medium
https://www.youtube.com/watch?v=ze7CiKeVxe0,19897294,Drug problems,https://www.youtube.com/user/JAM05028,Jam05028,Male,211000,33691313,00:05:07,307,2007-10-28,230000,English,yes,Yes,0,5343,2007-10-28,480p,80,7,No,0,prateek,5,2007,October,Sunday,Short
https://www.youtube.com/watch?v=zhcjkjXWboE,333,How to Host A portfolio website on GitHub Pages for free | Host an HTML Website online for free,https://www.youtube.com/channel/UCHGMk_pb8BE1DdqANC_j5aA,The Code Chic,Female,64,4072,00:04:33,273,2022-09-19,6,English,yes,Yes,4,0,2022-09-19,1080p,39,6,No,0,prateek,5,2022,September,Monday,Short
https://www.youtube.com/watch?v=zHpenVvUEyc,86971,How One Company Is Making Self-Driving Trucks A Reality,Business Insider - YouTube,Business Insider,Company,68700000,3139694002,00:06:18,378,2022-09-22,1600,English,yes,Yes,0,408,2022-09-22,1080p,5322,77,No,13,Rahul Singh,6,2022,September,Thursday,Short
https://www.youtube.com/watch?v=zhsQsQx6788,117297,Monsoon Raaga Pre Release Event,https://www.youtube.com/c/KannadaPichhar,Kannada Pichhar,Male,279000,173028943,00:01:49,109,2022-09-14,453,Kannada,no,Yes,1,10,2022-09-14,1080p,7844,11,No,25,Akhil Teja,2,2022,September,Wednesday,Supershort
https://www.youtube.com/watch?v=zhVDk8Y55pA,712559,10 Most Advanced AI Robots in the World,Motech - YouTube,Motech,Company,24000,4455004,00:01:54,114,2022-03-15,4300,English,yes,Yes,0,571,2022-03-15,1080p,30,1,No,0,Rahul Singh,2,2022,March,Tuesday,Supershort
https://www.youtube.com/watch?v=ZIXM37H0mzs,1338713,Top 20 NEW Features & Updates EXPLAINED,PiXimperfect - YouTube,Unmesh Dinda,Male,41500000,329727112,00:27:45,1665,2019-11-04,47000,English,yes,Yes,0,2577,2019-11-04,2160p,739,44,No,2,Rahul Singh,28,2019,November,Monday,Medium
https://www.youtube.com/watch?v=ZjMsEyG5EjE,464983,"Beyblade Metal Fusion E01 ""Pegasus Has Landed""",Bey Toons India - YouTube,Bey Toons India,Company,14000,1901853,00:22:03,1323,2020-11-21,9900,Hindi,no,Yes,3,0,2020-11-21,720p,45,6,No,0,Rahul Singh,22,2020,November,Saturday,Medium
https://www.youtube.com/watch?v=zJYgSc4fAEA,96706,Royal Enfield Hunter 350 Review,https://www.youtube.com/c/SagarSheldekarOfficial,Sagar Sheldekar Official,Male,147000,11971349,00:11:33,693,2022-08-10,4500,English,no,Yes,0,818,2022-08-10,2160p,84,4,Yes,2,Akhil Teja,12,2022,August,Wednesday,Medium
https://www.youtube.com/watch?v=ZkbsyRm4vH8,263557,ake N' Bake - Official Trailer,All India Bakchod - YouTube,All India Bakchod,Company,39900000,602900852,00:01:26,86,2020-01-07,10000,Hindi,yes,Yes,0,351,2020-01-07,1080p,157,18,No,0,Rahul Singh,1,2020,January,Tuesday,Supershort
https://www.youtube.com/watch?v=ZMuO1nsF8Fk,424783,PRINCE OF PERSIA The Forgotten Sands Gameplay Walkthrough Part 1 FULL GAME [4K 60FPS] No Commentary,https://www.youtube.com/c/MKIceAndFire,MKIceAndFire,Company,3140000,1685523078,04:32:56,16376,2022-04-18,5200,English,no,Yes,3,371,2022-04-18,2160p,6945,563,No,0,Syed safdar,273,2022,April,Monday,SuperLong
https://www.youtube.com/watch?v=zo1XOz4--Bc,71068,Chinni Muddhu next level conversation,https://www.youtube.com/c/RaghuVinestore,Raghu Vine store,Male,326000,52442303,00:01:03,63,2022-08-31,7000,Kannada,no,No,0,182,2022-08-31,1080p,183,6,No,1,Akhil Teja,1,2022,August,Wednesday,Supershort
https://youtu.be/_575JFx6Iq4,66320871,NO MORE SINGLE: VALENTINE SPECIAL FEAT ROCKY,https://www.youtube.com/c/AddictedA1,Ajey Nagar,Male,36800000,3014495379,00:06:07,367,2019-02-11,4100000,Hindi,yes,No,0,98511,2019-02-11,1080p,179,8,No,1,Harshit Prajapat,6,2019,February,Monday,Short
https://youtu.be/_kciYqmz52g,3428407,Rugged Boy Paavangal | Parithabangal,https://www.youtube.com/c/Parithabangal,Gopi and Sudhakar,Male,3880000,562910909,00:14:48,888,2022-08-30,219000,Tamil,yes,Yes,0,8183,2022-08-30,1080p,260,15,No,4,Thinesh,15,2022,August,Tuesday,Medium
https://youtu.be/_Q-J0GhUyro,10342898,ROASTED,https://www.youtube.com/c/Arjyouofficial,Arjun,Male,3540000,165621440,00:08:39,519,2020-04-05,873000,Malayalam,yes,Yes,0,46584,2020-04-05,720p,58,0,No,0,Sanjay Lakshmanan,9,2020,April,Sunday,Short
https://youtu.be/_vAQFzrBat4,1403,Little Boy Gives Cookies to Garbage Man,https://www.youtube.com/c/newsflare/featured,Newsflare,Company,1140000,1006555170,00:08:52,532,2022-09-15,83,English,yes,Yes,0,13,2022-09-15,1080p,4874,44,No,0,Jaimo,9,2022,September,Thursday,Short
https://youtu.be/06vJY6fRhvw,261497,Dissapointed at our 1st road trip | Couple bike ride Vlog Hussain Manimegalai,https://www.youtube.com/c/HussainManimegalai/featured,Hussain Manimegalai,Male,1640000,218894484,00:17:46,1066,2022-09-14,10000,Tamil,no,Yes,1,332,2022-09-14,1080p,248,3,No,5,Jaimo,18,2022,September,Wednesday,Medium
https://youtu.be/0e3GPea1Tyg,294888050,"$456,000 Squid Game In Real Life!",https://www.youtube.com/user/MrBeast6000,Mr Beast,Company,101000000,17372805168,01:41:00,6060,2021-11-25,14000000,English,yes,Yes,0,660000,2021-11-25,1080p,728,7,No,1,Shashank,101,2021,November,Thursday,SuperLong
https://youtu.be/0etUwuIOjvc,800048,1V1 CHALLENGE WITH STAR CAPTAIN,https://www.youtube.com/c/ActionGaming1,Action,Male,140000,10481768,10:23:00,37380,2022-03-13,45000,Mongalian,yes,Yes,3,2800,2022-03-13,1080p,153,2,No,1,Shashank,623,2022,March,Sunday,SuperLong
https://youtu.be/0I3WXCKfpEQ,4290380,Khaana Kaun Banayega | Stand up comedy by Gaurav Gupta,https://www.youtube.com/channel/UCkv2ml-PB1ZKPGfR7XowRSA,Gaurav Gupta,Male,688000,80002019,00:16:27,987,2022-09-20,128000,Hindi,no,No,1,6939,2022-09-20,2160p,30,1,No,1,Harshit Prajapat,16,2022,September,Tuesday,Medium
https://youtu.be/0MTy3s8AMuQ,1407574,"VENDHU THANINDHATHU KAADU Review - Simbu, Gautam Vasudevan - Tamil Talkies",https://www.youtube.com/c/TamilTalkies/featured,Tamil Talkies,Male,1530000,393516109,00:08:28,508,2022-09-16,22000,Tamil,no,No,0,3093,2022-09-16,1080p,822,12,No,0,Jaimo,8,2022,September,Friday,Short
https://youtu.be/0MVooY7Bo34,1747,Malampuzha Dam for sale,https://www.youtube.com/UCac89AKnPWw-y4mREC4WrMw,Boban mattumantha,Male,141,8941,00:33:12,1992,2018-02-18,39,Malayalam,no,Yes,3,1,2018-02-18,720p,207,1,No,0,Sanjay Lakshmanan,33,2018,February,Sunday,Long
https://youtu.be/0PuvJgfadzs,1186526,"If Turkey Raises Kashmir, India will raise Cyprus Issue| Jaishankar hits back at Erdogan over Cyprus",https://www.youtube.com/c/WorldAffairsUnacademy,Prashant Dhawan,Male,1100000,1238349925,09:43:00,34980,2022-09-22,13000,Hindi,no,Yes,3,822,2022-09-22,1080p,1000,10,No,10,Adarsh,583,2022,September,Thursday,SuperLong
https://youtu.be/10Vfnjprr_A,915277,When u take a GPS Shortcut,https://www.youtube.com/c/AdamW,Adam Waheed,Male,9070000,6060616436,00:02:39,159,2022-09-05,35000,English,yes,No,0,806,2022-09-05,1080p,542,4,No,0,Harshit Prajapat,3,2022,September,Monday,Short
https://youtu.be/16c9Wcq7EKg,1157031,Part 1 KERALA POLICE Social Media Reaction,https://www.youtube.com/c/KeralaPoliceOfficial,Kerala Police,Company,269000,6770281,00:07:02,422,2020-06-06,146000,Malayalam,yes,Yes,0,9103,2020-06-06,1080p,161,10,No,0,Sanjay Lakshmanan,7,2020,June,Saturday,Short
https://youtu.be/1DL6w0EUQNs,230176,AI In Hardware,https://www.youtube.com/user/krishnaik07,Krish Naik,Male,655000,61775251,00:11:55,715,2022-01-16,1131,English,no,Yes,3,47,2022-01-16,1080p,1497,83,Yes,4,Shashank,12,2022,January,Sunday,Medium
https://youtu.be/1RhCjILZr9c,47121,Halo Infinite The Secret Weapons You Normally Can't Use,https://www.youtube.com/c/Generalkidd,Generalkidd,Company,262000,139387001,00:12:14,734,2021-12-04,1500,English,yes,Yes,2,177,2021-12-04,1080p,2025,9,No,0,Harshit Prajapat,12,2021,December,Saturday,Medium
https://youtu.be/1xtrIEwY_zY,295952,Movie Recommender System Project | Content Based Recommender System with Heroku Deployment,https://www.youtube.com/c/CampusX-official,Campus X,Male,40000,3229810,02:17:41,8261,2021-07-07,6100,Hindi,no,Yes,1,487,2021-07-07,1080p,904,5,No,1,Shashank,138,2021,July,Wednesday,SuperLong
https://youtu.be/1zxY-0FmxWk,5585,Kunal Shah on Building Credibility and Community,https://www.youtube.com/c/yourstorytv,your story tv,Company,163000,19809968,00:06:49,409,2022-04-09,206,English,yes,Yes,0,3,2022-04-09,1080p,3600,20,No,0,Sanjay Lakshmanan,7,2022,April,Saturday,Short
https://youtu.be/25ZuKkbHdqM,34637256,"ELON MUSK, JAY LENO AND THE 2021 CYBERTRUCK (FULL SEGMENT) | Jay Leno's Garage",https://www.youtube.com/c/CNBCPrime/featured,CNBC Prime,Male,498000,293806243,04:33:36,16416,2020-05-28,525000,English,yes,Yes,0,36892,2020-05-28,1080p,4300,75,No,1,Aakash Dodia,274,2020,May,Thursday,SuperLong
https://youtu.be/2kJDTzFtUr4,1292701,How ASML TSMC And Intel Dominate The Chip Market | CNBC Marathon,https://www.youtube.com/c/CNBC,CNBC,Company,2810000,143122,00:56:38,3398,2022-08-30,11000,English,yes,Yes,1,1100,2022-08-30,1080p,53000,157,Yes,0,Sanjay Lakshmanan,57,2022,August,Tuesday,Long
https://youtu.be/2LgKPtbRne8,255907,Thar Se Uttarakhand Aate Hii Khatarnaak Landslide Dekhne Ko Mila,https://www.youtube.com/c/MSKvlogs/featured,MSK,Male,1680000,335344995,00:11:29,689,2022-09-15,21000,Hindi,no,Yes,1,401,2022-09-15,1080p,990,54,No,0,Jaimo,11,2022,September,Thursday,Medium
https://youtu.be/2LsJMGaDfuo,117097,Vendhu Thanindhathu Kaadu Review In Tamil - VTK Review | Marana Honest Review | STR | GVM,https://www.youtube.com/c/EnowaytionPlusOfficial,Enowaytion Plus,Male,792000,191083587,00:06:44,404,2022-09-15,11000,Tamil,no,No,1,286,2022-09-15,1080p,3090,38,No,15,Jaimo,7,2022,September,Thursday,Short
https://youtu.be/2OgBGn1oZc8,9631561,How to Download COVID-19 Vaccine Certificate Using CoWIN Website & Aarogya Setu,https://www.youtube.com/c/Gadgets360,Dianna Cowon,Female,741000,163848464,00:03:41,221,2021-05-22,85000,English,no,Yes,0,2591,2021-05-22,1080p,3300,60,No,0,Sanjay Lakshmanan,4,2021,May,Saturday,Short
https://youtu.be/2tdQManqyE0,46174,The Best Moving Averages for Trading - Money Show Event,https://www.youtube.com/c/OliverVelezTrading/featured,Oliver Velez,Male,254000,22451639,00:31:13,1873,2021-05-14,1800,English,yes,Yes,0,146,2021-05-14,1080p,1686,64,No,3,Thinesh,31,2021,May,Friday,Long
https://youtu.be/2Uj1A9AguFs,38035015,Most Popular Websites 1996 - 2019,https://www.youtube.com/channel/UCkWbqlDAyJh2n8DN5X6NZyg,Data Is Wonderful,Company,1380000,235117126,08:25:00,30300,2019-10-14,421000,English,no,Yes,0,50000,2019-10-14,2160p,58,4,No,1,Shashank,505,2019,October,Monday,SuperLong
https://youtu.be/2WbJxLur5Uk,9212498,Top 23 Nuclear Bomb Scenes in Gaming,https://www.youtube.com/c/Svirok,Svirok,Male,202000,84867567,00:15:50,950,2019-06-30,135000,English,no,Yes,3,8276,2019-06-30,1080p,985,24,No,0,Harshit Prajapat,16,2019,June,Sunday,Medium
https://youtu.be/3mnSDifDSxQ,29060033,The Largest Star in the Universe  Size Comparison,https://www.youtube.com/c/inanutshell,Kurzgesagt  In a Nutshell,Company,19300000,2092567915,00:11:58,718,2020-09-22,742000,English,yes,Yes,0,40452,2020-09-22,1080p,163,8,No,0,Harshit Prajapat,12,2020,September,Tuesday,Medium
https://youtu.be/3RNAhmu5orY,23,Referencing Battle between Relative and Fixed Referencing,https://www.youtube.com/results?search_query=your+excel+guy,Kadhiravan Jayachandhiran,Male,324,2797,00:02:45,165,2022-01-18,3,English,yes,Yes,0,0,2022-01-18,1080p,66,5,No,0,Thinesh,3,2022,January,Tuesday,Short
https://youtu.be/3vlNf1WCJc8,1090669,Shawarma | Comedy | Jumpcuts | Hari & Naresh,https://www.youtube.com/c/jumpcuts,Hari baskar,Male,2270000,268584946,00:09:46,586,2021-09-15,86000,Tamil,no,Yes,0,1858,2021-09-15,2160p,113,17,No,0,Thinesh,10,2021,September,Wednesday,Short
https://youtu.be/3w6UuOARJxs,25797350,"Extreme Chinese Street Food - JACUZZI CHICKEN and Market Tour in Kunming! | Yunnan, China Day 4",(8) Mark Wiens - YouTube,Mark Wiens,Male,9240000,2175362276,00:29:34,1774,2017-12-27,182000,English,yes,Yes,0,13158,2017-12-27,1440p,1200,65,No,0,Aakash Dodia,30,2017,December,Wednesday,Medium
https://youtu.be/4_g70uxPXrA,2858264,Monthly Income Scenario - the reality,https://www.youtube.com/c/jumpcuts,Hari baskar,Male,2270000,268584946,00:05:04,304,2018-07-04,125000,Tamil,no,Yes,0,4135,2018-07-04,1080p,113,17,No,0,Thinesh,5,2018,July,Wednesday,Short
https://youtu.be/4_ShUZ38hbI,803748,Why R u Running ?? @7seaSPRAYGOD ??,https://www.youtube.com/c/OMEGAAAA,Sahil Jakhar,Male,249000,25563846,00:00:29,29,2021-08-22,37000,Hindi,no,No,0,274,2021-08-22,2160p,344,0,No,0,Shashank,0,2021,August,Sunday,Supershort
https://youtu.be/4fOl2ztxBVk,4450290,Huge 100-inch 4K Laser TV - 100 Inches for Less $$$,https://www.youtube.com/c/unboxtherapy,Lewis Hilsenteger,Male,18200000,4357128406,00:09:28,568,2021-11-13,36732,English,yes,Yes,3,2900,2021-11-13,2160p,2065,11,No,1,Shashank,9,2021,November,Saturday,Short
https://youtu.be/4PSUMFv58Lg,2959747,Kaun Hai Asli Pankaj Tripathi Ft. Pankaj Tripathi & Abhishake Jha | TSP,https://www.youtube.com/c/TheScreenPatti,The Screen Patti,Company,5850000,973013708,00:11:39,699,2022-08-23,161000,Hindi,yes,Yes,3,3874,2022-08-23,1080p,306,30,Yes,12,Harshit Prajapat,12,2022,August,Tuesday,Medium
https://youtu.be/4tKYXfOtBGs,207799,Thailand| World Ride Day 25 | Cherry Vlogs,https://www.youtube.com/c/CherryVlogs-CV,Cherry Vlogs,Male,1220000,140247935,00:20:52,1252,2022-09-09,22000,Tamil,no,Yes,1,941,2022-09-09,2160p,885,30,No,5,Jaimo,21,2022,September,Friday,Medium
https://youtu.be/4UAGIwrktmw,1141029,"Disha Teaches Meenu a Lesson | Jitendra Kumar, Arushi Sharma | Jaadugar | Netflix India",https://www.youtube.com/c/NetflixIndiaOfficial,Netflix India,Company,19100000,5467041937,00:03:01,181,2022-08-25,13000,Hindi,no,Yes,3,160,2022-08-25,1080p,2829,93,No,19,Harshit Prajapat,3,2022,August,Thursday,Short
https://youtu.be/52kmumrAEW8,853065,Scout & BLOOPERS [ Fails ] - Behind the Scenes Compilation *EPIC ,https://www.youtube.com/c/sc0utOP,Tanmay Singh,Male,4510000,545401335,00:11:09,669,2021-05-15,108000,Hindi,no,Yes,0,2392,2021-05-15,1080p,865,5,No,1,Thinesh,11,2021,May,Saturday,Medium
https://youtu.be/5AF2sefJvGs,2572581,Tea Kadai Paavangal | Parithabangal,https://www.youtube.com/c/Parithabangal/featured,Parithabangal,Male,3880000,555719144,00:13:01,781,2022-09-12,137000,Tamil,yes,Yes,1,2600,2022-09-12,1080p,257,15,No,2,Jaimo,13,2022,September,Monday,Medium
https://youtu.be/5INZBeuaETg,16533651,BATTLEGROUNDS MOBILE INDIA,https://www.youtube.com/c/BattlegroundsMobile_IN,Battlegrounds Mobile,Company,5100000,467532199,00:10:00,600,2021-06-05,1100000,English,no,Yes,2,88000,2021-06-05,1440p,347,7,No,1,Shashank,10,2021,June,Saturday,Short
https://youtu.be/5ivdBwrBX8Q,101282,SOLO Moto Camping | RELAX to Nature ASMR | Silent Vlog,https://www.youtube.com/c/RobHamilton11/featured,Rob Hamilton,Male,69800,4361724,00:29:02,1742,2022-09-17,1600,English,yes,Yes,1,254,2022-09-17,2160p,8,1,No,1,Jaimo,29,2022,September,Saturday,Medium
https://youtu.be/5JKTbU6RnA0,717923,How India can Become Rich by Adopting the Ireland Education Model?,https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,11:45:00,42300,2021-07-16,29576,English,yes,Yes,3,1800,2021-07-16,1080p,171,7,Yes,8,Shashank,705,2021,July,Friday,SuperLong
https://youtu.be/5LGvQaYB67I,2287635,How HDFC's Genius strategies KILLED the Banking Monopolies in India? : Business Case study,https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,13:16:00,47760,2022-01-02,44690,English,yes,Yes,1,1200,2022-01-02,1080p,171,7,Yes,8,Shashank,796,2022,January,Sunday,SuperLong
https://youtu.be/5Tm0H1CXgXI,638360,$178 vs $12 Sundae: Pro Chef & Home Cook Swap Ingredients | Epicurious,https://www.youtube.com/user/epicuriousdotcom,Epicurious,Company,4400000,1200886529,00:17:14,1034,2022-08-31,11000,English,yes,Yes,0,466,2022-08-31,1080p,1342,99,No,2,Thinesh,17,2022,August,Wednesday,Medium
https://youtu.be/5v-wyR5emRw,12969755,Tell Me About Yourself - A Good Answer To This Interview Question,https://www.youtube.com/c/DanLok,Dan Lok,Male,4330000,264775466,10:01:00,36060,2019-12-25,506000,English,yes,Yes,3,10000,2019-12-25,1080p,1729,134,No,1,Shashank,601,2019,December,Wednesday,SuperLong
https://youtu.be/5xpPqUvzXzY,100323,The Bombay Journey ft. Swara Bhasker with Siddharth Aalambayan - EP92,https://www.youtube.com/c/MashableIndiaYT/featured,Mashable India,Male,250000,124395531,00:36:12,2172,2022-09-13,1900,English,no,Yes,1,475,2022-09-13,1080p,832,32,Yes,3,Jaimo,36,2022,September,Tuesday,Long
https://youtu.be/6AAZf_MjWos,5715307,"ICE AGE: DAWN OF THE DINOSAUR Clips - ""A Brother I Never Had"" (2009)",https://www.youtube.com/channel/UC2sxxXRBL5SgY0fI58BrOCA,JoBlo Animated Videos,Company,1580000,876389815,00:10:19,619,2021-04-09,43000,English,yes,No,0,0,2021-04-09,1080p,2670,54,No,7,Harshit Prajapat,10,2021,April,Friday,Short
https://youtu.be/6DSrh02KxEs,17904937,BYN : We All Have That One Friend Feat. Ashish Chanchlani,https://www.youtube.com/user/beyounick,Beyounick,Company,4550000,842626529,03:38:00,13080,2017-09-27,670000,Hindi,yes,Yes,0,6500,2017-09-27,720p,270,16,No,1,Shashank,218,2017,September,Wednesday,SuperLong
https://youtu.be/6m4sPMOH5A4,321647,iPhone 14 Pro UNBOXING and SETUP - Space Black,https://www.youtube.com/c/KarlConrad,Karl Conrad,Male,749000,151503220,00:11:06,666,2022-09-15,5800,English,no,Yes,1,613,2022-09-15,2160p,1216,9,No,0,Jaimo,11,2022,September,Thursday,Medium
https://youtu.be/6mRbDEtDoyA,11281627,The Untold Truth About Money: How to Build Wealth From Nothing.,https://www.youtube.com/c/JamesJani,James Jani,Male,1200000,39923999,17:25:00,62700,2020-04-17,624000,English,yes,Yes,0,47000,2020-04-17,1080p,18,3,No,1,Shashank,1045,2020,April,Friday,SuperLong
https://youtu.be/6ObQdhfiQo8,9661580,10 Things Netflix Is Hiding About Pablo Escobar,https://www.youtube.com/channel/UCseUL8OET_FOG2QzzpXEr1A/featured,The Fugitive,Male,246000,76569288,11:45:36,42336,2022-01-14,93000,English,yes,Yes,0,5134,2022-01-14,1080p,57,0,No,0,Aakash Dodia,706,2022,January,Friday,SuperLong
https://youtu.be/6Oi_luwl2HA,526196,Feel The Waters by Sarah Reeves (OFFICIAL MUSIC VIDEO),https://www.youtube.com/channel/UCGxcgfDw8p2FZ6PFsaQHFhw,Sarah Reeves,Female,187000,40557696,00:04:04,244,2018-02-02,6300,English,no,Yes,0,219,2018-02-02,2160p,129,42,No,0,Harshit Prajapat,4,2018,February,Friday,Short
https://youtu.be/6-tS7-IhCbI,3689493,The Genius Marketing Strategy of Marlboro Cigarettes | Business Marketing Case study,https://www.youtube.com/c/ThinkSchool,Ganesh Prasad,Male,2250000,134771915,07:57:00,28620,2021-03-30,145615,English,yes,Yes,3,4300,2021-03-30,1080p,171,7,No,8,Shashank,477,2021,March,Tuesday,SuperLong
https://youtu.be/6Yq55Diq6EM,65043,3 Easy Tips To Overcome Laziness,https://www.youtube.com/c/RahulMyoutubeChannel,Rahul M,Male,437000,40888565,00:05:17,317,2022-06-16,4600,Tamil,no,Yes,0,177,2022-06-16,2160p,452,14,No,2,Thinesh,5,2022,June,Thursday,Short
https://youtu.be/729CUzqnjiY,53415,MEETING MY FRIENDS ALL TOGETHER AFTER 4 YEARS || MARRIAGE VIBES ||,https://www.youtube.com/c/JustBananaPranav/featured,Just Banana,Male,413000,98041092,00:11:07,667,2022-09-13,2500,Tamil,no,Yes,1,72,2022-09-13,1080p,509,15,No,3,Jaimo,11,2022,September,Tuesday,Medium
https://youtu.be/72XTN540k3A,83084,Start your Business the easy way With Google as your partner,https://www.youtube.com/c/Lesics,Lesics,Company,5860000,810537624,00:06:38,398,2022-02-18,2300,English,yes,Yes,0,195,2022-02-18,1080p,207,15,No,0,Sanjay Lakshmanan,7,2022,February,Friday,Short
https://youtu.be/7DlE8EESsi8,18133727,Best Flight as a Captain | Flying Beast,(3) Flying Beast - YouTube,Flying Beast,Male,7690000,3170530914,00:14:24,864,2018-08-25,615000,Hindi,no,Yes,0,8297,2018-08-25,1080p,1200,9,No,0,Aakash Dodia,14,2018,August,Saturday,Medium
https://youtu.be/7dNl--kBSUA,4667426,Super Over | Karachi Kings vs Multan Sultans | Match 31 | HBL PSL 2020 | MB2E,https://www.youtube.com/c/PakistanSuperLeagueOfficial,Pakistan Super League,Male,40300000,743233716,00:16:14,974,2020-11-25,5600,English,no,Yes,1,812,2020-11-25,1080p,1200,100,No,2,Adarsh,16,2020,November,Wednesday,Medium
https://youtu.be/7EoGHD9bk-0,1038332,Return to @Google office after 2 years of Covid | Traffic hits bad!,https://www.youtube.com/c/100GB,Gaurav ,Male,42400,2968295,00:07:58,478,2022-04-24,7500,English,yes,Yes,3,359,2022-04-24,1080p,54,7,No,1,Shashank,8,2022,April,Sunday,Short
https://youtu.be/-7ovOfDnrco,339221,5 Taco Making Gadgets Tested By Design Expert | Well Equipped | Epicurious,https://www.youtube.com/user/epicuriousdotcom,Epicurious,Company,4400000,1200886529,00:19:14,1154,2022-09-12,4600,English,yes,Yes,0,375,2022-09-12,1080p,1342,99,No,2,Thinesh,19,2022,September,Monday,Medium
https://youtu.be/7PJqzus9i6k,11509,Mahindra XUV 400 EV full review by Motozip,https://www.youtube.com/c/MotoZip,Moto Zip,Company,2610000,203171516,00:10:04,604,2022-09-11,306,Hindi,no,Yes,1,26,2022-09-11,1080p,311,8,No,0,Jaimo,10,2022,September,Sunday,Short
https://youtu.be/7Q7vLo2rCdc,166019,New 2023 KTM Duke 250 | Ride Review & Price | First in Tamil,https://www.youtube.com/c/VSAUTOSTamil/featured,VS autos tamil,Male,237000,37413743,00:11:32,692,2022-09-14,6200,Tamil,no,Yes,1,323,2022-09-14,1080p,483,26,No,0,Jaimo,12,2022,September,Wednesday,Medium
https://youtu.be/7W9X6b8THp8,9440437,CarryMinati's REAL LIFE Story,https://www.youtube.com/c/BeerBicepsOfficial,Ranveer Allahbadia,Male,4290000,379667831,00:00:00,0,2019-03-08,505000,English,yes,Yes,2,8664,2019-03-08,1080p,668,30,Yes,2,Aakash Dodia,0,2019,March,Friday,Supershort
https://youtu.be/7wtfhZwyrcc,2309754298,Imagine Dragons - Believer (Official Music Video),(6) ImagineDragons - YouTube,Imagine Dragons,Male,28900000,14642218779,00:03:36,216,2017-03-07,19000000,English,yes,Yes,0,607470,2017-03-07,1080p,73,35,No,0,Aakash Dodia,4,2017,March,Tuesday,Short
https://youtu.be/80eHezrg8xM,491455,Even Kidney cant AFFORD it - iPhone 14 Pro,https://www.youtube.com/c/TechBar,Sanchit,Male,11000000,336836583,00:11:21,681,2022-09-17,17000,Hindi,no,Yes,3,759,2022-09-17,1080p,400,17,No,1,Adarsh,11,2022,September,Saturday,Medium
